epoch,likelihood,decodingST,decodingTS
22,"[[-18972.681640625, -550.6229248046875, -4858.6982421875], [-12052.4501953125, -96.71803283691406, -2175.27734375], [-18684.66015625, -490.87841796875, -4322.3369140625], [-11570.7724609375, -190.69671630859375, -2417.978271484375], [-30407.201171875, -1061.396484375, -8246.4482421875]]","[[0.02685159637029053, 0.0011353031849390329, 0.019069309673342378], [0.05734783854208233, 9.000020418231753e-08, 0.02371344501963181], [0.03551688083023944, 9.000021808533588e-08, 0.00879266685060057], [0.10061555070106791, 0.017881220610287605, 0.08316593558608834], [0.0638261949979126, 0.011482680926976158, 0.043121815876373426]]","[[0.09425660603107217, 0.27212100944233836, 0.15857965940007976], [0.10329574095457636, 0.27269851387107596, 0.1736530451484441], [0.10349315631789523, 0.27275061451043364, 0.17458158346227928], [0.10062901840502317, 0.216156958405439, 0.16207185775610747], [0.10311981564452477, 0.25631784508231686, 0.17241657818958114]]"
23,"[[-18897.109375, -547.8843994140625, -4835.53125], [-11998.126953125, -96.57322692871094, -2166.41796875], [-18299.544921875, -479.23626708984375, -4208.95458984375], [-11473.1904296875, -189.1676483154297, -2404.829833984375], [-30145.130859375, -1062.0333251953125, -8202.3310546875]]","[[0.02731289651675161, 0.0012126277130203396, 0.018774303535172607], [0.058585745126735846, 9.000029131113527e-08, 0.024229794502851655], [0.03275751287514327, 9.000018380147593e-08, 0.00719179311068836], [0.10141293324790003, 0.022014027035133863, 0.08419315145310673], [0.0645289586318926, 0.013115950970341638, 0.046491288107517084]]","[[0.09347629663536264, 0.2722546656035805, 0.1581628779353442], [0.10487608430387918, 0.27279370991948837, 0.17249978317535924], [0.1035890492173852, 0.2726860632745055, 0.17380333271181778], [0.1012915664520003, 0.24526189891014502, 0.16420238801775242], [0.10296201611057036, 0.23367214060735703, 0.1710496760205862]]"
24,"[[-18821.466796875, -544.9689331054688, -4812.26318359375], [-11934.921875, -97.53125762939453, -2154.623046875], [-17999.20703125, -471.3890380859375, -4125.455078125], [-11412.4892578125, -188.63829040527344, -2396.413818359375], [-29843.470703125, -1057.3082275390625, -8144.38916015625]]","[[0.027085371461637184, 0.0015060749195561622, 0.019257717512126273], [0.05953298577135989, 9.000018097039268e-08, 0.02480228586585314], [0.03259269626866077, 9.000020187507527e-08, 0.006129730161631236], [0.10180671996077137, 0.02193175432861723, 0.08502295057222349], [0.06523848918436172, 0.014955730759602043, 0.04902792792338354]]","[[0.09449365719554362, 0.27220427251387225, 0.15783686544439987], [0.10343284795435248, 0.27284354388198223, 0.17462728472876682], [0.10277082069447216, 0.272886862683851, 0.17353425105587408], [0.10067769504558688, 0.24926114716464196, 0.16327461161119802], [0.10293403513716819, 0.22749822740055325, 0.17094517325077632]]"
25,"[[-18746.310546875, -542.0665893554688, -4789.14208984375], [-11883.2421875, -97.42566680908203, -2146.14990234375], [-17792.88671875, -467.4531555175781, -4075.44970703125], [-11342.203125, -185.34408569335938, -2380.599365234375], [-29541.380859375, -1051.5196533203125, -8091.1787109375]]","[[0.026492756829098896, 0.0013423641459319742, 0.01990057617444198], [0.05930383369770787, 9.000030195883202e-08, 0.026351263906097315], [0.03157388071732108, 9.000022317180237e-08, 0.006445937800269085], [0.10107547643038908, 0.019678805917925812, 0.08554822155736043], [0.06531068010922846, 0.01973177900659292, 0.05125115416965518]]","[[0.09393897091656835, 0.2723390361990968, 0.15695292895457066], [0.10381521415167183, 0.2727969237185174, 0.17408035390322946], [0.10312167776828608, 0.27261802547413905, 0.17469767177937928], [0.10121354727884803, 0.2513214259755474, 0.16180143412158826], [0.10177266638380533, 0.2200099710083067, 0.1690964685043158]]"
26,"[[-18672.095703125, -539.1770629882812, -4766.08251953125], [-11824.8798828125, -98.10621643066406, -2127.085205078125], [-17650.810546875, -465.30450439453125, -4049.29833984375], [-11285.0322265625, -183.12867736816406, -2375.905517578125], [-29224.734375, -1041.166259765625, -8015.83740234375]]","[[0.02670197764395567, 0.0015678189249396812, 0.019597704886523924], [0.06073455574667091, 9.000026471639691e-08, 0.026137397904207927], [0.03127675354996577, 9.000022935032209e-08, 0.00602978468577564], [0.10166882560958644, 0.01920968261680171, 0.08528373121589175], [0.06560470633971897, 0.020708043229531438, 0.05295958613971353]]","[[0.09535806214234549, 0.27212586766900165, 0.15740998153617583], [0.10375769694269217, 0.2725934684875983, 0.1741886444598619], [0.10386226994970632, 0.2726273857262007, 0.17404809867501567], [0.10146930957133933, 0.25255070022396875, 0.16355192028245547], [0.10245457462777753, 0.21565583458888682, 0.16771418571864913]]"
27,"[[-18598.349609375, -536.30078125, -4743.1533203125], [-11773.8427734375, -98.50350952148438, -2120.908447265625], [-17535.140625, -463.2577209472656, -4029.089599609375], [-11232.1181640625, -182.3556671142578, -2367.4326171875], [-28886.162109375, -1021.2055053710938, -7918.01611328125]]","[[0.026865850485286506, 0.001353690767671831, 0.01975494744074038], [0.06068062794938485, 9.00002736803812e-08, 0.027216593118639082], [0.0311469406029135, 9.000013618975093e-08, 0.006033384376180255], [0.10172490709111241, 0.01749609748634847, 0.08544590256119453], [0.06517648626685979, 0.01936552096039106, 0.05350434659915509]]","[[0.09506175042848967, 0.27240450006597494, 0.15596913154489003], [0.10261548199716752, 0.2728652776076523, 0.17331317521166006], [0.10265339735210824, 0.2727092354265445, 0.1730721021469533], [0.10141759021553308, 0.2525224581758385, 0.16393693961923816], [0.10079151382601766, 0.20510364564576647, 0.165759374294435]]"
28,"[[-18523.166015625, -533.4375, -4720.3095703125], [-11725.3818359375, -98.44255065917969, -2113.114990234375], [-17448.40625, -461.24176025390625, -4013.244873046875], [-11182.5146484375, -181.56178283691406, -2359.1552734375], [-28555.630859375, -1002.9050903320312, -7824.13916015625]]","[[0.025880884543993253, 0.001467765230074179, 0.019689887615800625], [0.06105876881463287, 9.000031224297084e-08, 0.027788444686279886], [0.0320421704270083, 9.00002883576565e-08, 0.0061695704370547345], [0.1013499071162416, 0.017405782043941963, 0.0861952893461757], [0.06459734000608995, 0.01822024898484848, 0.053589143532149136]]","[[0.09438206514779134, 0.27214393737251225, 0.15660866898016368], [0.10368430655216503, 0.27293716778868066, 0.17307905493150397], [0.10369218368881657, 0.27278325693972366, 0.17457620585611439], [0.10035568510788136, 0.2536608205004071, 0.1622891804145761], [0.10022713421597051, 0.20263503378240363, 0.1646441643263868]]"
29,"[[-18446.58984375, -530.5872802734375, -4697.5751953125], [-11680.01171875, -98.198486328125, -2105.292236328125], [-17372.708984375, -459.2113952636719, -3997.44580078125], [-11135.904296875, -180.35231018066406, -2350.663330078125], [-28198.041015625, -978.5120239257812, -7715.228515625]]","[[0.026046558314518825, 0.0015039459267762, 0.019588302470347915], [0.06137674031975732, 9.000024293504902e-08, 0.02859462809913726], [0.03178419639718409, 9.000029754459776e-08, 0.005883701139511409], [0.10199086579794513, 0.015708267532930788, 0.08706625939042512], [0.0638199870673368, 0.015856359763422503, 0.0520597737773877]]","[[0.09389099717245994, 0.27218800869421467, 0.15765139650810667], [0.1039285833622267, 0.2726723518477612, 0.1745014294505705], [0.10317014971670979, 0.2727623948156066, 0.17607911756099906], [0.10018112639662406, 0.25611504244611233, 0.16398558881237044], [0.09969936033752518, 0.19816474669514136, 0.1629617938711887]]"
30,"[[-18369.748046875, -527.7499389648438, -4674.9091796875], [-11630.0146484375, -100.10723876953125, -2098.9453125], [-17293.224609375, -457.1888732910156, -3980.438232421875], [-11091.4296875, -179.58139038085938, -2343.240966796875], [-27837.556640625, -954.9967651367188, -7601.1083984375]]","[[0.025874148698602457, 0.001514314056048798, 0.019104523951130895], [0.06212704148274982, 9.000018700489857e-08, 0.028921537003264615], [0.03304457800338906, 9.000028905152962e-08, 0.006512158061911506], [0.10200534939523409, 0.015211111914381023, 0.087197887204008], [0.06377736871147059, 0.012913515747577457, 0.05065293356205933]]","[[0.09495059282121561, 0.27238515371238364, 0.15825974481563515], [0.10328654158446869, 0.27255776600681364, 0.17309743644540185], [0.1019867921075474, 0.27276473552023783, 0.17402916060096338], [0.10019372553422828, 0.2560215887052094, 0.16309158332643256], [0.09818347172588929, 0.1966826453643275, 0.15923701925564934]]"
31,"[[-18293.142578125, -524.9252319335938, -4652.380859375], [-11586.6318359375, -99.80042266845703, -2089.584228515625], [-17220.06640625, -455.1288146972656, -3963.74365234375], [-11002.0341796875, -179.8298797607422, -2316.943115234375], [-27464.490234375, -925.44970703125, -7477.77099609375]]","[[0.027005757124069694, 0.0012990501525785036, 0.019293123219508226], [0.06289219719846746, 9.000024168670024e-08, 0.030215013057303414], [0.033576488668843586, 9.000020410963118e-08, 0.006392812176460243], [0.10107171866198257, 0.017282349555290236, 0.08605918798748792], [0.061507155886209385, 0.009111312170184531, 0.04705885690801805]]","[[0.09516434629955954, 0.2722224679841732, 0.15731324177917186], [0.10478225306169613, 0.27256799416268795, 0.17249388384675235], [0.10294631980004529, 0.27283795800120264, 0.17583366594219454], [0.10004338413693173, 0.24960823615983163, 0.1642566470061226], [0.09888313984136284, 0.19426492975678253, 0.15822624202393573]]"
32,"[[-18216.734375, -522.1135864257812, -4629.91455078125], [-11545.5302734375, -99.5392837524414, -2082.12744140625], [-17137.85546875, -453.3543395996094, -3952.739501953125], [-10955.5498046875, -178.97337341308594, -2312.38232421875], [-27088.083984375, -908.08203125, -7375.3095703125]]","[[0.026059542491756044, 0.0014432193860220814, 0.018995480161160008], [0.062316731296881984, 9.000020593546828e-08, 0.029625144075148695], [0.034699961003862814, 9.000025509086033e-08, 0.007199663228124691], [0.10152469909786159, 0.017691365383921832, 0.08595065109347975], [0.061019871666390474, 0.007721125305810856, 0.04746532888349498]]","[[0.09501237569620787, 0.2722071347256, 0.15682628412693575], [0.10283323484308286, 0.2725898819033838, 0.1734506391595949], [0.10237056997389106, 0.27267552289686375, 0.17254805851634344], [0.09862464094800436, 0.2473903490891716, 0.16408768138857258], [0.09887145908459821, 0.19463784939030426, 0.15881427045204147]]"
33,"[[-18140.474609375, -519.3142700195312, -4607.57373046875], [-11506.2607421875, -99.3540267944336, -2074.828369140625], [-17063.23046875, -451.31622314453125, -3936.233642578125], [-10918.4521484375, -177.90306091308594, -2303.516357421875], [-26707.822265625, -885.4380493164062, -7255.15625]]","[[0.02650934491208997, 0.001381730939328484, 0.019907801491493567], [0.06286581672227595, 9.000028319146038e-08, 0.03004153552498764], [0.03473467561743836, 9.000023694412432e-08, 0.007654914215855742], [0.10204414409651832, 0.016827354180291316, 0.08697955022299515], [0.059649076024350094, 0.006171430033828844, 0.045953054495256045]]","[[0.09305228794371723, 0.27214869865905644, 0.15684124033761934], [0.10312955821306696, 0.2727695296652726, 0.1730211128330513], [0.10229526699795893, 0.2726082261437255, 0.17479888802708451], [0.09946723931942664, 0.24940089088763542, 0.16290493812709808], [0.09771719694627168, 0.1931546110643753, 0.1562282272881929]]"
34,"[[-18064.5234375, -516.5281372070312, -4585.31640625], [-11469.341796875, -98.72261047363281, -2064.599609375], [-16987.0234375, -449.3479309082031, -3919.94580078125], [-10880.8671875, -176.53074645996094, -2296.051513671875], [-26327.962890625, -865.147216796875, -7139.8994140625]]","[[0.025736314620156808, 0.0014407050333743437, 0.0194887851502927], [0.062395317237449684, 9.000018537838662e-08, 0.030108723140150707], [0.03473500774297687, 9.000024680559507e-08, 0.007524339135562445], [0.10226587431257614, 0.016804584398454926, 0.08679076478630429], [0.06076306326944074, 0.004740920094914022, 0.044484481718991054]]","[[0.09466443911190896, 0.2720835069842406, 0.15718697648114735], [0.10401166884214234, 0.2728039885195791, 0.17212772175856678], [0.10397004344200851, 0.2727186480253387, 0.17363204888636144], [0.1007456522286299, 0.24835704499575406, 0.162320257827533], [0.09625294815168807, 0.1927454114965153, 0.15793251075517856]]"
35,"[[-17988.72265625, -513.7542114257812, -4563.16162109375], [-11432.017578125, -98.54363250732422, -2058.28369140625], [-16903.171875, -447.5013122558594, -3904.24462890625], [-10846.0341796875, -175.67958068847656, -2288.676513671875], [-25953.30078125, -847.4276733398438, -7036.66357421875]]","[[0.026121676603144284, 0.0014671013111841895, 0.019202679122510107], [0.06290429802611056, 9.000025939134326e-08, 0.030389582742076208], [0.03600538101500983, 9.000030581761858e-08, 0.007857813645031487], [0.10181683301874932, 0.0164779126593722, 0.086365332435129], [0.061223576171884925, 0.003190135918371783, 0.04348323933492983]]","[[0.09462414728307174, 0.2722561471776817, 0.15887491250568606], [0.10464384852862692, 0.27271771317752497, 0.1745657745162963], [0.10337561091180929, 0.27270616816228344, 0.1741879369528319], [0.09891942412484928, 0.24935629077506938, 0.16347179766943162], [0.09726309700139166, 0.1919707214767248, 0.15766865649422107]]"
36,"[[-17913.013671875, -510.9930114746094, -4541.09619140625], [-11396.7958984375, -98.28636932373047, -2051.567138671875], [-16827.423828125, -445.4601135253906, -3887.792236328125], [-10812.0322265625, -174.91978454589844, -2282.11328125], [-25551.03515625, -819.0965576171875, -6886.6455078125]]","[[0.026377179883000826, 0.0014903602988113292, 0.019305761057229413], [0.062180429272677945, 9.00002388918374e-08, 0.03023877097620389], [0.03624227445409116, 9.00002534933292e-08, 0.008454914214464574], [0.10261186991043848, 0.016944416661471364, 0.08732806193601209], [0.059310104510363094, 0.003509822020694638, 0.03957071643749959]]","[[0.09596398170432356, 0.27198412983600967, 0.15806309697253643], [0.10406197497262902, 0.27271641324722284, 0.17330421095400378], [0.10362732198026223, 0.2726397975354167, 0.1726967561635986], [0.09892546902132958, 0.24892366588565837, 0.16336454381969895], [0.09580235369098435, 0.19290920883803278, 0.15528011751647192]]"
37,"[[-17837.958984375, -508.2442932128906, -4519.13330078125], [-11361.1240234375, -97.78814697265625, -2043.1475830078125], [-16728.185546875, -443.7986145019531, -3872.02734375], [-10776.384765625, -174.00711059570312, -2273.8603515625], [-25141.22265625, -794.7059936523438, -6744.3701171875]]","[[0.026726860035462187, 0.001621011383857889, 0.019444682064358662], [0.06265410883063115, 9.000022984111442e-08, 0.029840037403402478], [0.037463831006150965, 9.000024598027806e-08, 0.00851353295158303], [0.10285624207697093, 0.016409847277785324, 0.08741630550125605], [0.059171912395823194, 0.005142759691797005, 0.0378435164751504]]","[[0.09520345215568142, 0.27235126338294946, 0.15781714075078987], [0.10472496054535449, 0.2728092843618848, 0.17458998630517159], [0.10297190176231391, 0.2727968118366425, 0.17287681993839205], [0.10020294535223388, 0.24873465004588888, 0.16564966507437004], [0.09520583923484066, 0.19486615256964854, 0.15381527722148303]]"
38,"[[-17763.12890625, -505.50811767578125, -4497.2548828125], [-11328.7109375, -97.51074981689453, -2036.4971923828125], [-16645.1875, -441.87469482421875, -3856.921630859375], [-10742.115234375, -173.46038818359375, -2267.93798828125], [-24661.208984375, -758.5225219726562, -6529.4150390625]]","[[0.02628233975708711, 0.0017162813614710025, 0.01953705225338294], [0.06273067375537184, 9.000024405654802e-08, 0.03091584134506993], [0.038561399716086284, 9.000023813851621e-08, 0.009621126340027295], [0.1027974374561069, 0.016450294850592715, 0.08750712854986342], [0.05897576297806288, 0.004670091007195581, 0.03255627009496292]]","[[0.09430403973780514, 0.27193763440813784, 0.1561972765068814], [0.10430547735028169, 0.2728143225117018, 0.17212286720113062], [0.10162085325190026, 0.2729738487091733, 0.173327508376022], [0.09981947007170976, 0.2488157464375283, 0.16397205150419597], [0.09322197133530939, 0.19508607273042503, 0.1482208652986113]]"
39,"[[-17688.669921875, -502.7841491699219, -4475.4921875], [-11295.8720703125, -97.47965240478516, -2031.912353515625], [-16570.580078125, -439.8795166015625, -3840.63037109375], [-10705.052734375, -172.46817016601562, -2258.697509765625], [-24181.931640625, -740.3322143554688, -6374.326171875]]","[[0.02632404809158838, 0.0016866416188106223, 0.019196576881379088], [0.0626930915469965, 9.000016960237636e-08, 0.03132402209218708], [0.03842962486848762, 9.000016315817871e-08, 0.00965737753936064], [0.10349810175895097, 0.016123371310073662, 0.08819196335497086], [0.05888597909825915, 0.00976164275636053, 0.02939075447632857]]","[[0.0935994428548684, 0.27186283862413263, 0.1572684384391957], [0.10293280874899054, 0.27246146469979415, 0.17540656596716508], [0.1027394362496763, 0.27267931276476187, 0.17307074203056352], [0.09971143190044783, 0.2490204795095485, 0.16315386162108333], [0.09221833406711903, 0.2054160987597294, 0.14623102456312664]]"
40,"[[-17614.490234375, -500.0727233886719, -4453.7958984375], [-11265.90625, -97.28136444091797, -2025.822265625], [-16494.96484375, -438.10516357421875, -3824.55224609375], [-10671.9033203125, -171.60479736328125, -2252.3291015625], [-23745.12890625, -724.2269897460938, -6250.3125]]","[[0.02656715602358669, 0.001564700579082703, 0.01993428527353087], [0.0632636219866681, 9.000023214756041e-08, 0.03133614413089757], [0.0391407043381059, 9.000029781924586e-08, 0.009027148785662735], [0.10293653415103397, 0.016108762615190352, 0.08900630832954497], [0.060160093671248874, 0.013067313234058726, 0.02941646628445876]]","[[0.094159126874869, 0.2718035414961186, 0.1590526475458155], [0.10268721765918612, 0.27250258393484567, 0.17373056741655643], [0.10253765690349326, 0.27267437782292575, 0.17351654019508764], [0.0991843417486747, 0.25018787989280483, 0.1635415923608361], [0.09468856198465218, 0.2124547176036275, 0.1452713506900938]]"
41,"[[-17540.662109375, -497.37347412109375, -4432.232421875], [-11236.3642578125, -97.02745056152344, -2020.3575439453125], [-16417.6328125, -436.18304443359375, -3807.63916015625], [-10638.5654296875, -170.76019287109375, -2245.64013671875], [-23326.07421875, -710.5234375, -6137.23095703125]]","[[0.026845823735277358, 0.0016200933677543304, 0.01991577538013575], [0.06337774063951068, 9.000025687986866e-08, 0.030844939625123143], [0.03897069371081353, 9.000017953257841e-08, 0.010011973276767743], [0.10405150011611078, 0.01662761169159484, 0.08864032533073762], [0.0612856814627541, 0.017535742027603985, 0.030977055472344747]]","[[0.09451447919228584, 0.2721082794619087, 0.1580847442729746], [0.1042057410388817, 0.27267620774703655, 0.1729972617136595], [0.1021784383763835, 0.27292501673303515, 0.17334947255511596], [0.0994839269998011, 0.24850746227160017, 0.16390670249906966], [0.09328767487023931, 0.2284723393765661, 0.14659697636151683]]"
42,"[[-17466.99609375, -494.686767578125, -4410.71923828125], [-11207.21875, -96.77487182617188, -2014.955322265625], [-16333.9677734375, -434.3902893066406, -3791.21337890625], [-10603.1611328125, -169.91055297851562, -2237.32177734375], [-22928.091796875, -693.8168334960938, -6022.9091796875]]","[[0.026359814323321826, 0.0014128919999201535, 0.019525049505578644], [0.0627125555343462, 9.000026719257527e-08, 0.030915204896984336], [0.04010240791485383, 9.000032990671944e-08, 0.010736644107582302], [0.10398578255118536, 0.016124895090693477, 0.08893860582434487], [0.0621553246123277, 0.018653136297861667, 0.03151249795058138]]","[[0.09497647119850702, 0.27201517645830703, 0.1575839506165066], [0.10308634413127041, 0.27267836387938355, 0.1731782772289481], [0.10258612067997641, 0.27277957590915647, 0.17243930300767285], [0.09929639573826912, 0.2499733941558642, 0.1636558549871972], [0.09424813252931534, 0.23566689094989865, 0.14632136231140133]]"
43,"[[-17394.021484375, -492.01202392578125, -4389.341796875], [-11177.84765625, -96.52486419677734, -2009.5501708984375], [-16258.23046875, -432.414306640625, -3774.528564453125], [-10566.7275390625, -168.8565673828125, -2228.7529296875], [-22547.099609375, -677.9653930664062, -5918.22265625]]","[[0.0263061699096433, 0.0014855553024969558, 0.019393765496093226], [0.0628303157916724, 9.000021524394801e-08, 0.030441409397833182], [0.04029706135861388, 9.000028898979362e-08, 0.010934941407845377], [0.10387253667455296, 0.01568286134145093, 0.08924605867408723], [0.06363024618713975, 0.018555446847748992, 0.03295272693693645]]","[[0.09400538963052461, 0.27216165820028415, 0.15628968838010002], [0.10310671361192075, 0.2726945610203314, 0.17290014292642722], [0.10369107491661822, 0.2726178614561217, 0.17415755703016503], [0.09913827413646767, 0.24904439606111492, 0.16174568466323863], [0.09285480394030746, 0.24892785929852249, 0.14851604032088972]]"
44,"[[-17321.33984375, -489.3495788574219, -4368.01904296875], [-11148.9091796875, -96.27642059326172, -2004.183837890625], [-16182.3291015625, -430.4466247558594, -3758.1884765625], [-10530.853515625, -168.0034942626953, -2220.463623046875], [-22164.13671875, -658.7877807617188, -5798.53125]]","[[0.027503837748690068, 0.001714387349622895, 0.019743098650328646], [0.06275415084186838, 9.00002653365059e-08, 0.03059269634801423], [0.04138802061901158, 9.000022140155153e-08, 0.011059061738151837], [0.10425356862586735, 0.015864986579818895, 0.08889647211134878], [0.0633081130573818, 0.017324007222671103, 0.03208179834285599]]","[[0.09547832076705079, 0.272212708556333, 0.1565719688752223], [0.10480045426684784, 0.272651986488692, 0.17281585996568896], [0.10214472578699077, 0.2725631787196861, 0.17532386017022353], [0.09778006264419455, 0.24944244040755092, 0.16436495510673946], [0.09458734341149042, 0.2506326099278045, 0.14827293979407688]]"
45,"[[-17249.119140625, -486.6994934082031, -4346.81982421875], [-11120.0498046875, -96.0295639038086, -1998.8673095703125], [-16102.5849609375, -428.6697998046875, -3742.552001953125], [-10494.755859375, -167.1508026123047, -2212.13134765625], [-21783.56640625, -640.8047485351562, -5682.005859375]]","[[0.02776657693309361, 0.0016646586459094933, 0.019457241859456926], [0.06347825726886773, 9.000021925516918e-08, 0.03119007928854497], [0.0410446437056293, 9.00002646073858e-08, 0.011438523853764709], [0.10428203280127195, 0.015686033129060518, 0.08997777238395771], [0.0659939488980029, 0.01637861984793415, 0.03397406324844394]]","[[0.09398273547177784, 0.27192186934068413, 0.1570793875607933], [0.10220302446053002, 0.27290930339226643, 0.17156678277237608], [0.10152401859655426, 0.2723571684306868, 0.1722265313864416], [0.0996872462964713, 0.2500906942375925, 0.16274960138307445], [0.09350152979578712, 0.25574396627524393, 0.1482700210358529]]"
46,"[[-17177.515625, -484.061279296875, -4325.69873046875], [-11090.859375, -95.88873291015625, -1992.234619140625], [-16021.279296875, -426.864013671875, -3726.371337890625], [-10458.94140625, -166.26040649414062, -2203.115234375], [-21409.091796875, -624.5390625, -5574.6044921875]]","[[0.026952302041593622, 0.0016716086642085148, 0.019827202178330647], [0.06307719740427964, 9.000028773169441e-08, 0.03084742550381584], [0.04231165477498845, 9.000016342448681e-08, 0.012045767413367894], [0.10478369563571452, 0.015574305221154296, 0.09017228375273242], [0.06705540503610861, 0.013958402748590537, 0.03744084250338656]]","[[0.09406660581670566, 0.27205963583286497, 0.15726744028488918], [0.10362219737712795, 0.27268567926853043, 0.173036666392628], [0.10285615649174942, 0.2726720332196163, 0.17188411628170602], [0.0991623265030167, 0.24974739246636185, 0.16300128985061513], [0.09391243120874286, 0.26131704894774155, 0.15073069682682946]]"
47,"[[-17106.1796875, -481.4351501464844, -4304.685546875], [-11062.404296875, -95.6422348022461, -1987.0643310546875], [-15944.0078125, -425.01519775390625, -3709.79052734375], [-10411.6552734375, -165.18594360351562, -2197.39453125], [-21051.939453125, -606.8577880859375, -5464.41162109375]]","[[0.026674928096786635, 0.001815224541476631, 0.02017519027172192], [0.06309177396016999, 9.000019105049892e-08, 0.030487168583393575], [0.04255372360456748, 9.000027485749354e-08, 0.012310493642947838], [0.10561512155184082, 0.014384811657192992, 0.09039024899691912], [0.06803322662610727, 0.008816136111253469, 0.03713046403542512]]","[[0.09478472772113293, 0.2719898021200995, 0.15677438351335396], [0.10389397551860288, 0.2726329252126158, 0.17461410372385186], [0.10333282035673055, 0.27270204371737017, 0.17085285035511005], [0.09899834565983343, 0.2504686401775492, 0.1639304259790662], [0.09430561226825332, 0.2676389353509181, 0.15013254644569585]]"
