epoch,likelihood,decodingST,decodingTS
103,"[[-12380.326171875, -351.318603515625, -3159.864013671875], [-9583.451171875, -83.50650024414062, -1717.978271484375], [-11698.6025390625, -330.551025390625, -2770.097412109375], [-8764.6318359375, -123.60784912109375, -1822.8133544921875], [-13391.361328125, -282.1585388183594, -3085.230224609375]]","[[0.07355869484308468, 0.0005105794931097631, 0.05580566501178416], [0.06405253647236925, 9.000027660958692e-08, 0.03280903157222461], [0.059629863937801376, 0.019681577540364006, 0.039310223611699155], [0.10881162232001279, 0.013933512635996678, 0.09364633665537998], [0.057987209201303985, 0.01233207270844385, 0.03520748967208279]]","[[0.09611390525048885, 0.27239847198900125, 0.15948005811057245], [0.1039082210801038, 0.27266527182207345, 0.1740241167740359], [0.098044375451303, 0.22156066171709252, 0.15837576813455673], [0.09885102871023517, 0.24770443415877483, 0.16295585585701636], [0.08488783712549386, 0.21479155546302844, 0.14042165370255513]]"
104,"[[-12328.84375, -349.32373046875, -3144.5673828125], [-9558.8212890625, -83.29474639892578, -1713.4044189453125], [-11629.0185546875, -328.9498596191406, -2755.602783203125], [-8737.5107421875, -122.9681396484375, -1816.3663330078125], [-13347.27734375, -281.3744201660156, -3073.787841796875]]","[[0.07403747639455568, 0.0006877743112724227, 0.05583108941252293], [0.06539977953948631, 9.000024901668036e-08, 0.03208933467542264], [0.06036702046474639, 0.019540953547013257, 0.03925301288851449], [0.10895526151679741, 0.013456158855304262, 0.09351569796915724], [0.05829109672612804, 0.01253641612050711, 0.034655740099253714]]","[[0.09708652888123917, 0.27258414940901465, 0.15830167413697235], [0.10241442490488284, 0.2727167949226984, 0.1725495667289919], [0.09766099649748006, 0.21901162604097651, 0.15825840201330496], [0.09961638460617754, 0.24717755222934013, 0.16283561629529666], [0.0844044944034184, 0.2138036582992876, 0.1408433248745258]]"
105,"[[-12277.560546875, -347.3428039550781, -3129.34716796875], [-9534.82421875, -83.10061645507812, -1709.160400390625], [-11561.1689453125, -326.4281311035156, -2737.5380859375], [-8710.470703125, -122.33174133300781, -1809.9295654296875], [-13302.2607421875, -280.6486511230469, -3062.66259765625]]","[[0.07371113700582457, 0.0006499762446342021, 0.05540205726345887], [0.06482561953676068, 9.00002595035665e-08, 0.03255334524563847], [0.06071794232156481, 0.019934485199580056, 0.04009529175911473], [0.10916408794080071, 0.014341106696658855, 0.09353184092623895], [0.056928784978864305, 0.012504165912801558, 0.03523626168000508]]","[[0.09603680494247528, 0.27236796061569196, 0.15772312478967465], [0.10341498815142754, 0.27304265269077854, 0.1720912603517188], [0.09797268882106643, 0.2175018781352026, 0.1600865868029332], [0.09819878845531577, 0.2469648389429614, 0.16177440257644915], [0.08414360440001648, 0.21382642945887115, 0.13883689298527518]]"
106,"[[-12226.462890625, -345.3667297363281, -3114.169921875], [-9510.7861328125, -82.90645599365234, -1704.8818359375], [-11495.15625, -324.346435546875, -2721.54931640625], [-8684.71875, -121.6360092163086, -1803.083740234375], [-13256.9228515625, -279.91888427734375, -3049.20458984375]]","[[0.07351573520694145, 0.0007459325398452916, 0.05579736105979618], [0.06543578966725005, 9.000027452450365e-08, 0.03248453031201026], [0.06022006205996169, 0.019726738528002434, 0.039859128873571924], [0.1090111502318775, 0.013483271866777358, 0.09464886334716939], [0.0578548524089146, 0.013402455369307285, 0.03534088232249811]]","[[0.09470935629093664, 0.2722926840062428, 0.1576375603378233], [0.1031975876094881, 0.27248812764447583, 0.172995121745154], [0.09893395475357245, 0.216142529141848, 0.1563306748870666], [0.09878370971938356, 0.24665220388786485, 0.16250959848686272], [0.08403960723314081, 0.21527891067493807, 0.1396053470368238]]"
107,"[[-12175.6484375, -343.3587951660156, -3099.2021484375], [-9487.2255859375, -82.7160873413086, -1700.9476318359375], [-11428.23046875, -321.8970642089844, -2703.9755859375], [-8665.947265625, -121.04231262207031, -1796.9385986328125], [-13214.1337890625, -279.1519775390625, -3038.230224609375]]","[[0.07320057372127832, 0.000626708085619679, 0.054916254947767563], [0.0651709450924784, 9.000019553998512e-08, 0.032418877445030726], [0.06095106630829123, 0.020348803024412224, 0.04038686173724368], [0.1094706479297761, 0.013469800495881782, 0.09448143646692715], [0.05688845032874315, 0.013681931400911873, 0.03456663846138151]]","[[0.0956450715677032, 0.27257399125773124, 0.15872639920432866], [0.10148080864945834, 0.27272847408079415, 0.1729950694421166], [0.09907717240879788, 0.21488461315855373, 0.15792100040441132], [0.09884583660892961, 0.24947508453728104, 0.1627096321779307], [0.08478854640826977, 0.2123634779584802, 0.13920442704276376]]"
108,"[[-12125.013671875, -341.4071350097656, -3084.17724609375], [-9463.4462890625, -82.52017211914062, -1696.686767578125], [-11363.744140625, -320.2933349609375, -2689.8984375], [-8638.7265625, -120.40814971923828, -1790.3131103515625], [-13168.404296875, -278.91217041015625, -3029.282958984375]]","[[0.07309512369950974, 0.0006931281841350797, 0.055276991499540705], [0.06582308860415904, 9.000022729899362e-08, 0.032528240837075194], [0.06082463417931634, 0.019108825210670657, 0.04067647411631312], [0.10979437593288825, 0.01347035199334861, 0.09524314186896896], [0.05767113352576371, 0.0136653947013872, 0.034452139306932465]]","[[0.09583659285760193, 0.2724514075276802, 0.1576217879813027], [0.1038058920843988, 0.2723917034123605, 0.17277364233404818], [0.09730637108452062, 0.21213712710529878, 0.15772441578678173], [0.09839265895034548, 0.2493681788073925, 0.16218809574033544], [0.08413082183874233, 0.2141024700032564, 0.13947215587496437]]"
109,"[[-12074.6357421875, -339.4613342285156, -3069.259765625], [-9439.62109375, -82.33142852783203, -1692.4892578125], [-11295.2373046875, -317.1612243652344, -2670.81982421875], [-8612.5751953125, -119.78889465332031, -1784.041259765625], [-13114.771484375, -279.9491271972656, -3029.291015625]]","[[0.07313448912245568, 0.0007206265247618264, 0.05623763209284639], [0.06479566649585533, 9.00002382638538e-08, 0.03207824671922284], [0.06061521135138971, 0.01954129159118692, 0.040565578237386116], [0.10909916138659509, 0.013594718190845506, 0.09432901328857704], [0.05668347093296653, 0.013184290171068933, 0.03451844000813772]]","[[0.09593061949283155, 0.2724184433235155, 0.1577493604522266], [0.1034827552091761, 0.2726396212769084, 0.17363592260640048], [0.09734032615511612, 0.2120723228752361, 0.157418387903867], [0.099078038248826, 0.2497405639859748, 0.16174864691899513], [0.08462171449565604, 0.21102681580268456, 0.13916094230366732]]"
110,"[[-12022.580078125, -337.65325927734375, -3056.0146484375], [-9415.8974609375, -82.1431884765625, -1688.2767333984375], [-11225.3359375, -313.9937744140625, -2650.850341796875], [-8586.373046875, -119.17487335205078, -1777.7618408203125], [-13069.4736328125, -279.71380615234375, -3012.41064453125]]","[[0.07268581799742856, 0.0007526382852459042, 0.05459037280899131], [0.06529348457188677, 9.000025391190544e-08, 0.03242890895354408], [0.060856203328472476, 0.019129112229837954, 0.04184355554429145], [0.10955674296709689, 0.01358022150101237, 0.09564047723291638], [0.055843137950306154, 0.014013870063531006, 0.03313508104265333]]","[[0.09564959450449068, 0.2722990877765293, 0.15695417662555614], [0.10289739163293996, 0.2728861864480353, 0.17456706594325], [0.09849744248575065, 0.21056307180191797, 0.15842806248294483], [0.09974696258421191, 0.24869837102209766, 0.16189762527723256], [0.0842974285451182, 0.2083645814375342, 0.14131046357979343]]"
111,"[[-11972.4150390625, -335.728759765625, -3041.144287109375], [-9391.4072265625, -82.02588653564453, -1683.892822265625], [-11155.74609375, -310.9119567871094, -2631.83203125], [-8559.6484375, -118.56669616699219, -1771.449951171875], [-13023.275390625, -279.2593078613281, -3001.3623046875]]","[[0.07221155582595516, 0.0007191742768722098, 0.05425611997374268], [0.06497980055956919, 9.000018017387492e-08, 0.03229227565726929], [0.060900975743277894, 0.018008704406533294, 0.041980710208130816], [0.10939563752546008, 0.013198770792593103, 0.09451916117815612], [0.05608959666104904, 0.01457348288311911, 0.03285882677294568]]","[[0.09577012584258494, 0.2723429722696658, 0.15815267191019056], [0.10359844292362391, 0.27261717951185466, 0.17313570876635256], [0.09803017519732161, 0.20663085856905788, 0.1579586723899332], [0.09915925290434041, 0.24998385733678755, 0.16178929726973046], [0.08346679475782445, 0.2084125393435287, 0.13841524475409636]]"
112,"[[-11922.4580078125, -333.8187561035156, -3026.350341796875], [-9367.9150390625, -81.8338851928711, -1679.7161865234375], [-11087.4267578125, -307.49847412109375, -2612.40185546875], [-8533.4453125, -117.96478271484375, -1765.2186279296875], [-12980.1904296875, -278.75531005859375, -2990.062744140625]]","[[0.07407809047476309, 0.0006422188184399441, 0.05445606221456224], [0.06542282432027209, 9.000016173065034e-08, 0.03275742452267532], [0.06094310857203047, 0.017920680740591954, 0.042160951765143145], [0.11018131411467963, 0.013643496732466311, 0.09500894257496767], [0.056440419154644705, 0.014247467688462495, 0.033057015187062874]]","[[0.09591626832681646, 0.2727041902656852, 0.15732695202331534], [0.10402510052789948, 0.27250665841980987, 0.17249810714466945], [0.09788425636698814, 0.20510563847610236, 0.15739035482968883], [0.09789709195938026, 0.24902612252982534, 0.1615988480334674], [0.08565041355801975, 0.20803598417943558, 0.13822860376057214]]"
113,"[[-11872.7021484375, -331.91461181640625, -3011.612060546875], [-9344.5771484375, -81.64791107177734, -1675.5809326171875], [-11020.8212890625, -304.1311950683594, -2592.826904296875], [-8509.1904296875, -117.43191528320312, -1758.0311279296875], [-12937.1640625, -277.9785461425781, -2978.670166015625]]","[[0.07275949427217897, 0.0006492283740402717, 0.05384892490194559], [0.06498027272422097, 9.00001306162315e-08, 0.032316883619530924], [0.06170270164489835, 0.016294120235503504, 0.04234046745776153], [0.10959665893937558, 0.013131819203507526, 0.09416026578735186], [0.0556983040570942, 0.014378146491606956, 0.03335073415481945]]","[[0.09507007065240078, 0.27267787968970314, 0.15905798560571352], [0.10393985890632826, 0.27263146285268175, 0.1730279628719034], [0.09764091795023791, 0.20220953984965492, 0.15659091717174123], [0.09975828641224678, 0.24929148639611365, 0.16304233008638097], [0.08406951477571044, 0.20737632737411618, 0.1389321548155317]]"
114,"[[-11823.162109375, -330.0232849121094, -2996.948486328125], [-9321.10546875, -81.46214294433594, -1671.4327392578125], [-10954.69140625, -300.351806640625, -2574.72802734375], [-8483.0078125, -116.81342315673828, -1751.7821044921875], [-12893.810546875, -277.2733154296875, -2967.618896484375]]","[[0.07284091581141967, 0.0005225395516526959, 0.054595443806453293], [0.06579476085980998, 9.000008325067466e-08, 0.03248098899359064], [0.06131123385983373, 0.014797345876167427, 0.04328824178342624], [0.10979769614660176, 0.013554195847239252, 0.09431277829911083], [0.05701191561300372, 0.015397104366103068, 0.032754770441689555]]","[[0.09585342487063113, 0.2723106124231886, 0.15658320170167944], [0.10269357862142112, 0.27294002578368887, 0.1722232793506267], [0.09656684179414966, 0.19930474051127522, 0.15708365824795167], [0.0990254559363666, 0.24909625399563964, 0.16103245904721247], [0.08488227995086446, 0.20772731868564073, 0.13825498260171978]]"
115,"[[-11773.81640625, -328.13763427734375, -2982.335693359375], [-9297.6748046875, -81.27198791503906, -1667.2552490234375], [-10889.4287109375, -297.74285888671875, -2557.705322265625], [-8456.7158203125, -116.2105484008789, -1745.466064453125], [-12850.0400390625, -276.6678466796875, -2956.068115234375]]","[[0.07302919711027729, 0.0007843543826592191, 0.053993594293087616], [0.06485212150997119, 9.000012480696265e-08, 0.03312715497311177], [0.06180927374322612, 0.013658038924449346, 0.042393351027172906], [0.10984298729217652, 0.013961080585570402, 0.09484052173324245], [0.05651287276906123, 0.013764669573332937, 0.03264429458646556]]","[[0.09622707274717038, 0.2725403783731074, 0.1580154995892121], [0.1022811536300702, 0.2724531663739698, 0.17212598808691715], [0.09780927770483759, 0.19745815770210196, 0.15569851671431778], [0.09926087654082107, 0.24941732397960764, 0.16298614195602565], [0.08412349841162356, 0.20515391614537531, 0.13909518480358218]]"
116,"[[-11724.693359375, -326.264404296875, -2967.795654296875], [-9270.974609375, -81.56900787353516, -1662.248046875], [-10824.75, -295.0845947265625, -2540.29931640625], [-8431.08203125, -115.62105560302734, -1739.3587646484375], [-12807.6787109375, -275.91754150390625, -2945.08935546875]]","[[0.0724450522590638, 0.000702269856314449, 0.053486924640644], [0.06556988517640751, 1.587543953488387e-06, 0.0334336000190594], [0.061864378401528676, 0.013207920291949433, 0.042660753287142916], [0.10997825491386494, 0.013615928719004357, 0.09525352711811214], [0.05593812705469152, 0.014461430263995156, 0.03302457053620138]]","[[0.095580224199709, 0.2721275389143289, 0.15744980438324613], [0.10331636941000524, 0.27263162544134445, 0.17271127944526135], [0.09713801292052915, 0.19657540311003482, 0.156545407742464], [0.09787652962154643, 0.24914818239249273, 0.16214944594014097], [0.08385295401530653, 0.20376374848270154, 0.138084811762482]]"
117,"[[-11675.767578125, -324.3968505859375, -2953.306396484375], [-9247.9423828125, -81.38265228271484, -1658.270751953125], [-10759.7978515625, -292.7311706542969, -2523.552978515625], [-8405.1728515625, -115.03206634521484, -1733.1884765625], [-12761.62890625, -275.00408935546875, -2933.349853515625]]","[[0.07292440041586112, 0.000745555703648384, 0.05477595705263985], [0.06613118071353796, 1.6261519298392773e-06, 0.03305323208436357], [0.06176551673335948, 0.012716643218157988, 0.04407783541894017], [0.1094780808282941, 0.01346381785673895, 0.0949887312427415], [0.05518698957496697, 0.014659023799419885, 0.03189100036786986]]","[[0.09586427566998117, 0.2725631954337149, 0.15775580747071155], [0.10385939097137216, 0.27265322567966566, 0.173176145913607], [0.09675468572939035, 0.1962251908029428, 0.1572796014604857], [0.099020459041167, 0.24833105665405605, 0.16157956895285863], [0.08506923491708006, 0.20514630614978566, 0.13998631677486975]]"
118,"[[-11627.0478515625, -322.5379943847656, -2938.867431640625], [-9224.7802734375, -81.19641876220703, -1654.1824951171875], [-10693.66796875, -290.38922119140625, -2506.67724609375], [-8379.4873046875, -114.44707489013672, -1727.103759765625], [-12719.853515625, -274.2616882324219, -2922.63623046875]]","[[0.0722088691469494, 0.0007324249934427471, 0.05442378164642735], [0.06535419588472569, 1.7196705867200105e-06, 0.03359565605820154], [0.061915555438812074, 0.012125423255811273, 0.04328876738662793], [0.11023001608945371, 0.012661863413726515, 0.09455512856472917], [0.05563857233739741, 0.014225697344578347, 0.03188502044808096]]","[[0.09572809517695993, 0.2722251906016237, 0.15654135499742267], [0.10410379506566982, 0.2725951037089001, 0.17240417623872448], [0.0968460556143022, 0.19426151048113294, 0.15739434690210635], [0.09984595541668304, 0.2481009352698018, 0.16169734858464452], [0.0848869836878874, 0.20449421634477805, 0.1391157845417176]]"
119,"[[-11578.5068359375, -320.66717529296875, -2924.38623046875], [-9201.70703125, -81.00885009765625, -1650.0718994140625], [-10630.5498046875, -287.7007141113281, -2489.603515625], [-8352.5107421875, -113.70519256591797, -1721.07861328125], [-12678.63671875, -273.67266845703125, -2912.42578125]]","[[0.07242007370980537, 0.0007793301395699985, 0.053078614255354095], [0.0654773555371461, 1.5019518955355248e-06, 0.0333985986639639], [0.06237120456810119, 0.011734559601394643, 0.04368447386745264], [0.10968315008856519, 0.013664098014658344, 0.09542708001948137], [0.05486038348399598, 0.01438880699539165, 0.031493001280143776]]","[[0.09523059067823479, 0.2724735252845401, 0.15945197755840682], [0.10386369403150228, 0.272746274211343, 0.17395807594034945], [0.09808657285494288, 0.193605359327463, 0.15612268543391847], [0.09969955927459617, 0.24852327480257502, 0.16197912746583124], [0.08491609041029248, 0.20482352160732212, 0.13870590840259225]]"
120,"[[-11530.0458984375, -318.7405700683594, -2909.598388671875], [-9178.611328125, -80.8276596069336, -1646.00634765625], [-10567.8583984375, -285.0772705078125, -2472.48681640625], [-8327.55078125, -113.13684844970703, -1715.0352783203125], [-12637.708984375, -272.8246765136719, -2901.740478515625]]","[[0.07233332975417178, 0.0006848706270986963, 0.05385655944826502], [0.06585672696917798, 5.556140703938828e-05, 0.03334433505184634], [0.06190036151069974, 0.010635274206172815, 0.04350915317781434], [0.10925438499328025, 0.01345349360412574, 0.09556210812084179], [0.05421598575024136, 0.014602516605276832, 0.03121343507734749]]","[[0.09666525047332412, 0.27235636790231504, 0.15688503199240972], [0.1036206628265846, 0.2726034323674154, 0.17362480822869697], [0.09822807998307095, 0.19270341206381672, 0.15539184245596166], [0.0991024139738835, 0.24840816047974695, 0.1624260583100242], [0.08378967860521988, 0.20570156020732336, 0.137946711421061]]"
121,"[[-11481.919921875, -316.9077453613281, -2895.339111328125], [-9155.71484375, -80.64363098144531, -1641.9134521484375], [-10504.953125, -282.0947265625, -2454.552978515625], [-8300.384765625, -112.95020294189453, -1710.3931884765625], [-12598.63671875, -271.82110595703125, -2892.200927734375]]","[[0.07323193242115839, 0.0006184192033921059, 0.0542069613650357], [0.06610128212953327, 1.8955005015798558e-06, 0.033650332803543445], [0.06236997031452219, 0.0103068932101582, 0.0438270930158762], [0.11010796011641469, 0.0133503769823435, 0.0943348483407648], [0.055208757185462774, 0.01413156158761278, 0.03275682796846428]]","[[0.0953132482340095, 0.27225941088754335, 0.15707173203131264], [0.10266077188721229, 0.2727129459763076, 0.17348887118506545], [0.09752150224969644, 0.1903187003322558, 0.15678637307650625], [0.09999419695267443, 0.24870115501120432, 0.16197535294118284], [0.08451521781359102, 0.2033330719982843, 0.13878516657084966]]"
122,"[[-11433.99609375, -315.08837890625, -2881.146240234375], [-9130.9794921875, -80.78414154052734, -1635.9246826171875], [-10444.29296875, -279.2730712890625, -2437.126953125], [-8276.4033203125, -112.4001693725586, -1705.12451171875], [-12559.734375, -270.7810363769531, -2882.715087890625]]","[[0.07256399483142213, 0.000682096561333208, 0.05349034682026349], [0.0662040575043417, 1.3231643848270636e-06, 0.033375765815301356], [0.06226694400941295, 0.010157058932486475, 0.043909959309310506], [0.10950051639697689, 0.013878911369572842, 0.09501655081867612], [0.05590120169103004, 0.014328732811037184, 0.031866035542352615]]","[[0.0960655292659641, 0.27242978662651746, 0.15589110827857416], [0.103485702853292, 0.27279805359483483, 0.17461753665589055], [0.09802016430564474, 0.18930827602858943, 0.15606291852705048], [0.09783065002186382, 0.24736760384349635, 0.1635365741795158], [0.084081804052402, 0.20430471815291334, 0.138787732108988]]"
123,"[[-11386.2763671875, -313.2768859863281, -2867.0341796875], [-9108.2216796875, -80.60044860839844, -1631.8702392578125], [-10384.2890625, -275.0963134765625, -2417.5009765625], [-8250.8359375, -111.83729553222656, -1699.032958984375], [-12520.99609375, -269.7386779785156, -2873.247314453125]]","[[0.07269164445144484, 0.0008185454938300261, 0.05366092390881558], [0.06625979746320895, 1.4205781643721403e-06, 0.03311541634706878], [0.062283419407819035, 0.008178708039901122, 0.04420041572561179], [0.11011000619594224, 0.013179537340140475, 0.0947194614626579], [0.054721393364067686, 0.013913779617996655, 0.03295626629466902]]","[[0.09589690441669403, 0.27223292022263623, 0.1562596616622855], [0.10354678968798388, 0.2726032509526653, 0.17354453836200745], [0.09647195050072678, 0.18724108519056784, 0.156003706533056], [0.09985784434267156, 0.24906525602173318, 0.16264822057258121], [0.08484407393624593, 0.20384059333285445, 0.13881178440737726]]"
124,"[[-11338.7509765625, -311.47589111328125, -2852.960693359375], [-9085.5234375, -80.4188003540039, -1627.8646240234375], [-10321.8310546875, -271.68634033203125, -2397.421142578125], [-8225.7626953125, -111.26083374023438, -1692.939208984375], [-12482.337890625, -268.7028503417969, -2863.816650390625]]","[[0.07246208191824388, 0.000719960547155831, 0.05336751900602741], [0.06580325181285526, 1.771726764938586e-06, 0.03304951268558423], [0.06212115400225415, 0.006532609552872191, 0.04430710224685769], [0.11047089454521766, 0.01386949301688653, 0.09527953274628004], [0.05429867158555451, 0.013698390715913163, 0.03207648682327455]]","[[0.09467521702582665, 0.2720823648839652, 0.15712969598077411], [0.10433629777324589, 0.2726478398524191, 0.17252351178869085], [0.09757317331744728, 0.18522443260938196, 0.15707652036979322], [0.09955471264322854, 0.24812713099070963, 0.16332230838102268], [0.08506372288016055, 0.203362988929226, 0.13979865213686157]]"
125,"[[-11290.24609375, -309.6236572265625, -2838.360595703125], [-9062.8740234375, -80.23719787597656, -1623.850341796875], [-10261.4208984375, -268.76763916015625, -2379.707275390625], [-8200.12109375, -110.69082641601562, -1686.878173828125], [-12443.8701171875, -267.6667785644531, -2854.406982421875]]","[[0.07261556291799699, 0.0006236882095293179, 0.0528648104975981], [0.06623015751918201, 1.7202373368307421e-06, 0.0335256254789678], [0.06273667537240192, 0.0062526123816750365, 0.04551655826913763], [0.11061357680459936, 0.013140943947825395, 0.09552513609487912], [0.05501210085097401, 0.013487222154234797, 0.03173619502732939]]","[[0.09610839203937312, 0.27240178368613477, 0.15748789077804504], [0.10286161090631947, 0.2723902595841066, 0.17218641958760056], [0.09757026458192358, 0.18446688356839994, 0.1573432027380392], [0.09932273610144424, 0.24824614596374292, 0.162124631246152], [0.08520017912383125, 0.20332250127040816, 0.1395163248641527]]"
126,"[[-11243.09765625, -307.8399963378906, -2824.413330078125], [-9040.146484375, -80.05242919921875, -1619.821533203125], [-10200.7978515625, -265.84185791015625, -2361.693359375], [-8174.447265625, -110.18795013427734, -1683.6339111328125], [-12405.4814453125, -266.63555908203125, -2845.029052734375]]","[[0.07257610554087336, 0.0006939711422782037, 0.05333460064453193], [0.06572584867042999, 1.8244128642400438e-06, 0.03323650334648495], [0.0630992408727552, 0.006149405236277672, 0.04511606120436596], [0.11022008130783088, 0.013113181437497913, 0.09631823338079532], [0.05565603459090957, 0.014377744521892744, 0.03120534172356615]]","[[0.09481800131916643, 0.2724092378155072, 0.15789158400889836], [0.10345104297130814, 0.2725713640441986, 0.17321128159122656], [0.09754990526547695, 0.18428563010727916, 0.15572424909511107], [0.09924097494651767, 0.24752182590127636, 0.16146157323551794], [0.0843554511916845, 0.2026849517927177, 0.1392334282116868]]"
127,"[[-11196.1806640625, -306.06365966796875, -2810.527099609375], [-9017.6689453125, -79.8714828491211, -1615.837158203125], [-10140.96875, -262.8787841796875, -2344.19140625], [-8149.80126953125, -109.61145782470703, -1677.6251220703125], [-12367.23828125, -265.6056213378906, -2835.669189453125]]","[[0.07284441516350441, 0.0009039099108243709, 0.05329324112110086], [0.06563158373353382, 1.602387993375448e-06, 0.03378277929206227], [0.06265224082136381, 0.005069869511954976, 0.04500094157964504], [0.11015778337307135, 0.0129337673894925, 0.09621087933851996], [0.054898542691994234, 0.014387739483524991, 0.031358661597125574]]","[[0.09515681130217304, 0.2724111232295271, 0.157782841551297], [0.10378213970119919, 0.27261697945744295, 0.17174964451640234], [0.09930404615581563, 0.18275279786731438, 0.15758136746387644], [0.09862760893799435, 0.2493419085178916, 0.16306355317228008], [0.08475458057292523, 0.20291767727059637, 0.13864737723811643]]"
128,"[[-11150.244140625, -303.6529846191406, -2794.95703125], [-8995.224609375, -79.69123077392578, -1611.842041015625], [-10084.083984375, -260.13372802734375, -2327.448486328125], [-8124.60693359375, -109.05384063720703, -1671.6226806640625], [-12329.111328125, -264.5853576660156, -2826.364013671875]]","[[0.07161905808389483, 0.0006558797664970227, 0.05198430824777317], [0.06568256811248721, 1.4004665103027504e-06, 0.03366835907072431], [0.06246875793155677, 0.0045790510018217795, 0.045827995918439966], [0.10978893187623495, 0.013796455121865189, 0.0962280436679742], [0.055571330696344574, 0.014096679508553091, 0.03154316950914446]]","[[0.09547430495875571, 0.27215178057453027, 0.15686179585417742], [0.10406602996913532, 0.2724468419919216, 0.17303083317802206], [0.09695082787906185, 0.18183376913346586, 0.15655458701459463], [0.09891660907447086, 0.24781082127633905, 0.16170087409321646], [0.08415983301982771, 0.2028846949444124, 0.13880828506382178]]"
129,"[[-11100.9169921875, -301.81195068359375, -2781.027099609375], [-8972.7626953125, -79.51358795166016, -1607.88525390625], [-10025.2265625, -257.2757873535156, -2309.604736328125], [-8102.72900390625, -113.44319152832031, -1681.7186279296875], [-12287.8154296875, -263.5005187988281, -2814.62890625]]","[[0.07301660823525088, 0.0005848846337601217, 0.05213957278436452], [0.06600024113915799, 1.5464537860880599e-06, 0.03356301570051944], [0.06251037535377964, 0.004453715692383663, 0.0462693523313012], [0.11194719771288542, 0.01448111463065254, 0.09698954971023292], [0.05491229280667734, 0.013929384007363144, 0.031022079860842867]]","[[0.0950411378900309, 0.2725210061143149, 0.15621179270144292], [0.10210447080555, 0.27269184690732806, 0.17321137183082136], [0.09767570758311087, 0.1822102432537182, 0.15558601611955622], [0.09991445570750622, 0.2447823449343258, 0.16197139391831816], [0.08403068583608744, 0.20278948939009608, 0.13833726116516065]]"
130,"[[-11054.478515625, -300.07275390625, -2767.541259765625], [-8950.40234375, -79.33460998535156, -1603.9051513671875], [-9966.8515625, -254.640380859375, -2292.80615234375], [-8074.6005859375, -112.21578979492188, -1675.4781494140625], [-12250.1435546875, -262.5343017578125, -2805.72021484375]]","[[0.07254388011170437, 0.0006822308749742808, 0.05178141864240228], [0.06617387212560054, 1.8653553145190822e-06, 0.033947474675415736], [0.06235040467799699, 0.004038905212964633, 0.046289100216389545], [0.11205010315586429, 0.013217456928860003, 0.09794125247706872], [0.0553567951618265, 0.013966375318688497, 0.03193138820296755]]","[[0.09548203014210187, 0.27238743505571517, 0.15807566909365453], [0.1039077173577762, 0.27275126042235676, 0.17397242366010995], [0.09721980819561793, 0.18067878113652636, 0.15437972544542347], [0.0993657880930275, 0.24536685365153185, 0.162355656321892], [0.08425327619454542, 0.20101991823135637, 0.13785284022688632]]"
131,"[[-11008.0771484375, -298.337158203125, -2753.897705078125], [-8928.2578125, -79.26317596435547, -1597.9422607421875], [-9909.5634765625, -251.2440643310547, -2273.067626953125], [-8047.15869140625, -111.67098999023438, -1668.38671875], [-12212.3369140625, -261.5284423828125, -2796.52685546875]]","[[0.0723134204679665, 0.000604060893743867, 0.05186310356107177], [0.06646813842276854, 1.6352085832387112e-06, 0.033323033313900935], [0.06225716464820722, 0.0038670997858414476, 0.046037758773520496], [0.11246388365922476, 0.013929824977225794, 0.09727145122838947], [0.05581206890854283, 0.014187564302013353, 0.03224905061130846]]","[[0.09396814446314249, 0.2724077875765121, 0.15597836189550332], [0.10268209079386448, 0.272777159865737, 0.173595691935708], [0.09742663631159529, 0.18034355991954185, 0.1556638394729622], [0.09884193377871749, 0.245145020262659, 0.16095596869728568], [0.0845739674538987, 0.20223377862960162, 0.13843152913560422]]"
132,"[[-10961.974609375, -296.6044006347656, -2740.2646484375], [-8906.1513671875, -79.08615112304688, -1594.0855712890625], [-9853.2880859375, -248.28628540039062, -2256.8173828125], [-8022.3984375, -111.12957763671875, -1662.3934326171875], [-12173.111328125, -260.96710205078125, -2788.256103515625]]","[[0.07205507615539934, 0.00045983655925201783, 0.05268120977068318], [0.06639787650873603, 1.776198558476171e-06, 0.033483912611940586], [0.0626929264668498, 0.0038305146968725286, 0.04600869158155882], [0.11182393301565853, 0.013814610406056149, 0.09733989095941115], [0.0555694288023175, 0.013455342486151945, 0.031962695040718206]]","[[0.09552495492501693, 0.2729206666866589, 0.15585652742722506], [0.10382662105889344, 0.2726558093790566, 0.17332342489255223], [0.09800382245250129, 0.1814537635300574, 0.1562071809059596], [0.09937953238781391, 0.24605520411188636, 0.16131180268634215], [0.08398496361326949, 0.2018969467883108, 0.13988153473939632]]"
