epoch,likelihood,decodingST,decodingTS
103,"[[-2.5252108573913574, -2.7572529315948486, -3.629518508911133], [-2.524935245513916, -2.7570960521698, -3.629403829574585], [-2.5261049270629883, -2.7589454650878906, -3.6303465366363525], [-2.520902156829834, -2.7542850971221924, -3.6299846172332764], [-6.2631330490112305, -5.535830974578857, -3.575364112854004]]","[[8.889144930077892e-08, 8.890427082162668e-08, 8.891455093621341e-08], [8.890076433068317e-08, 8.890061210535169e-08, 8.890843078857234e-08], [8.889508379026451e-08, 8.889115693904211e-08, 8.890454094389989e-08], [8.889409919437011e-08, 8.89110792323857e-08, 8.889294571309457e-08], [0.018780436342635723, 0.018450012043985234, 0.011374717911482472]]","[[0.13029647124628377, 0.16766941848471173, 0.240753592698298], [0.14035468274532512, 0.16389219570440866, 0.24114362152466734], [0.12995588209019884, 0.16578577907775677, 0.2399543272722818], [0.1351666957444287, 0.15635776138177473, 0.24725693497246934], [0.09884842929544384, 0.1333953839485597, 0.18417539414521028]]"
104,"[[-2.532510995864868, -2.763076066970825, -3.6309220790863037], [-2.525089979171753, -2.757768154144287, -3.6297199726104736], [-2.5220112800598145, -2.754368543624878, -3.62957501411438], [-2.525439500808716, -2.7575278282165527, -3.629580497741699], [-6.263308048248291, -5.536880970001221, -3.575713634490967]]","[[8.889280493418589e-08, 8.88922918142922e-08, 8.88947145624465e-08], [8.889840993806274e-08, 8.89000648716581e-08, 8.891392145822226e-08], [8.889229962223052e-08, 8.889373829335083e-08, 8.889484935646368e-08], [8.889029895210083e-08, 8.88925788452726e-08, 8.889296104148244e-08], [0.019613325176668115, 0.017352604032014333, 0.010125739579879714]]","[[0.13200318147330925, 0.1719981811307604, 0.2410962950423548], [0.1247462003144238, 0.1617370777214786, 0.24436456326599884], [0.12681726794378573, 0.1653633227739179, 0.24226977427176333], [0.13042269994707908, 0.17700489521236584, 0.24349638982598365], [0.10073360783787512, 0.13673880741654126, 0.17861566439009777]]"
105,"[[-2.5219709873199463, -2.7617857456207275, -3.6339123249053955], [-2.525869607925415, -2.757267713546753, -3.629476308822632], [-2.5216481685638428, -2.7606918811798096, -3.6327402591705322], [-2.5213053226470947, -2.7535345554351807, -3.629552125930786], [-6.264047145843506, -5.536385536193848, -3.575425863265991]]","[[8.89029000507897e-08, 8.889570873414155e-08, 8.888967512554478e-08], [8.890510143547347e-08, 8.890416460267097e-08, 8.889691188732298e-08], [8.889078778310687e-08, 8.889524451314771e-08, 8.889162987798679e-08], [8.888983696252828e-08, 8.889615839688272e-08, 8.89155354588031e-08], [0.018139097048864166, 0.01790828306528181, 0.011470029536521825]]","[[0.1302883232371343, 0.16315507400976412, 0.24237125565637616], [0.13482301387471268, 0.16209545889947852, 0.2435330269814624], [0.1278178695212343, 0.16542903416254867, 0.23890587656902795], [0.12727915800401396, 0.15962152315300776, 0.24484679321348393], [0.10476538907755537, 0.15076612505972717, 0.1707983002802959]]"
106,"[[-2.5233354568481445, -2.755570411682129, -3.6296370029449463], [-2.5266830921173096, -2.7576651573181152, -3.6296563148498535], [-2.5253520011901855, -2.7576210498809814, -3.6299617290496826], [-2.525473117828369, -2.7575523853302, -3.6296634674072266], [-6.263469219207764, -5.5381317138671875, -3.5765326023101807]]","[[8.889361767891014e-08, 8.889284362424138e-08, 8.889059557101094e-08], [8.890252382584711e-08, 8.891107420406268e-08, 8.889360054217525e-08], [8.889329801853975e-08, 8.889775434810414e-08, 8.891106884674771e-08], [8.890888732634801e-08, 8.88916641895417e-08, 8.890225615071315e-08], [0.019466309480567393, 0.017641785315104803, 0.009789941910644575]]","[[0.12405706341895253, 0.1623926004504701, 0.2390426584879678], [0.1288366437596793, 0.1582933712081837, 0.2398312090919381], [0.13863928690133231, 0.1640027311890098, 0.23749813630812827], [0.12834224631267283, 0.16996864030183603, 0.24358945282869904], [0.10252393910025258, 0.13372578644856112, 0.18577317302362267]]"
107,"[[-2.5256075859069824, -2.7579691410064697, -3.629885673522949], [-2.521291971206665, -2.754986524581909, -3.6296298503875732], [-2.5250563621520996, -2.7582292556762695, -3.6300747394561768], [-2.522871732711792, -2.7578024864196777, -3.6303818225860596], [-6.263422012329102, -5.536723613739014, -3.575740098953247]]","[[8.889372006750947e-08, 8.889077893385355e-08, 8.890172914287059e-08], [8.889431846462416e-08, 8.889066030596415e-08, 8.889968775598928e-08], [8.889256815901611e-08, 8.889198328279098e-08, 8.889555626984444e-08], [8.88969255238737e-08, 8.889562538476225e-08, 8.891405459337699e-08], [0.01884237688426536, 0.018715545686134018, 0.011591945539750365]]","[[0.12521054207271404, 0.1633459863497369, 0.23551120038045104], [0.12590109120591778, 0.17213923670887574, 0.23740533871551586], [0.12945919870966388, 0.16741430885969952, 0.24598895821060732], [0.1321933594576581, 0.17293335490041403, 0.23807255988882445], [0.09949412837159043, 0.1438735940881999, 0.184593053403428]]"
108,"[[-2.525419235229492, -2.757655382156372, -3.6297109127044678], [-2.5238397121429443, -2.760000228881836, -3.631709337234497], [-2.5283031463623047, -2.76017689704895, -3.6301116943359375], [-2.525815963745117, -2.757262945175171, -3.629338502883911], [-6.263711452484131, -5.535379886627197, -3.5751256942749023]]","[[8.889128399787173e-08, 8.889422081465888e-08, 8.891059904335503e-08], [8.889517895894453e-08, 8.889366026776608e-08, 8.889734230602952e-08], [8.889034449507951e-08, 8.889277190976687e-08, 8.889231129401008e-08], [8.890843475284144e-08, 8.891103149182932e-08, 8.889423988735779e-08], [0.01964631725267241, 0.01859983693491841, 0.010632139054407649]]","[[0.12722295655155477, 0.16115193300032035, 0.23997058806906463], [0.1289632623563352, 0.16706137038285696, 0.2408886437590929], [0.13149842663103886, 0.17163928661923283, 0.2384772969857766], [0.13061460924524107, 0.15957295966024393, 0.24018424412698205], [0.10199095791957695, 0.13638494642117427, 0.17562688475114774]]"
109,"[[-2.5294458866119385, -2.754863977432251, -3.6276068687438965], [-2.5264344215393066, -2.757880926132202, -3.6293015480041504], [-2.524935245513916, -2.75667405128479, -3.6297128200531006], [-2.526851177215576, -2.7576258182525635, -3.6295151710510254], [-6.262481212615967, -5.535933971405029, -3.5755653381347656]]","[[8.889289180081379e-08, 8.889084363144151e-08, 8.88926502435104e-08], [8.889079134941253e-08, 8.889029586048792e-08, 8.889349538247628e-08], [8.889729693469194e-08, 8.889174082276258e-08, 8.889489443512158e-08], [8.889329243123624e-08, 8.890446084212881e-08, 8.889330184658486e-08], [0.018652102050280575, 0.020199509783744428, 0.01124423518150053]]","[[0.1365419731354708, 0.16229372017308077, 0.24153995366417066], [0.13526492117717429, 0.16146990794498484, 0.24059511794852514], [0.1270906235852708, 0.16782697809400757, 0.2415358895261357], [0.13859806935835897, 0.1732390461889247, 0.24327375196658235], [0.09971487967074415, 0.13263694370999654, 0.17319728691854133]]"
110,"[[-2.5286054611206055, -2.759573459625244, -3.6299846172332764], [-2.521480083465576, -2.754530429840088, -3.629011869430542], [-2.5166268348693848, -2.7510719299316406, -3.6288936138153076], [-2.5234429836273193, -2.7573413848876953, -3.6299617290496826], [-6.264732837677002, -5.537626266479492, -3.575826644897461]]","[[8.889738123050015e-08, 8.891448010007953e-08, 8.890680918528188e-08], [8.889302520892516e-08, 8.889915569853848e-08, 8.889019086774143e-08], [8.889335978646786e-08, 8.889078968252288e-08, 8.889645644152466e-08], [8.888942074038321e-08, 8.88983891149557e-08, 8.890117539809864e-08], [0.019973386641464377, 0.01827722859709779, 0.011061652069935462]]","[[0.1262913332140269, 0.1564587447325588, 0.24916680832959626], [0.12962060874970263, 0.16596903189074869, 0.2458312237408274], [0.13340060269102408, 0.1578709327747519, 0.24412242122399375], [0.13215115959194546, 0.16609439902945744, 0.23863806987539926], [0.09956954692952018, 0.13090419538224743, 0.17970161430604362]]"
111,"[[-2.525869607925415, -2.7580525875091553, -3.629049062728882], [-2.5260376930236816, -2.7578024864196777, -3.6293649673461914], [-2.5253050327301025, -2.7562570571899414, -3.6288814544677734], [-2.5246999263763428, -2.757208824157715, -3.6297357082366943], [-6.263865947723389, -5.535654544830322, -3.5751945972442627]]","[[8.889025218316404e-08, 8.889188245073051e-08, 8.889313506826067e-08], [8.889088986071572e-08, 8.88986378170582e-08, 8.889417537533905e-08], [8.889342999083059e-08, 8.888993029684305e-08, 8.889288402228258e-08], [8.8891210110468e-08, 8.88912357370506e-08, 8.889515836792208e-08], [0.01869920889450877, 0.019774034816286812, 0.012242888213348018]]","[[0.13364559684157798, 0.1630168606583395, 0.24047731484731857], [0.12911486225890348, 0.17098803636161908, 0.24139386341901994], [0.13614336973169391, 0.16537586182778316, 0.24523508329113644], [0.12482043085979097, 0.16320537963343348, 0.23768927795955655], [0.09569032985146458, 0.13796319912236812, 0.17843289494220152]]"
112,"[[-2.5256075859069824, -2.757424831390381, -3.6294145584106445], [-2.5276710987091064, -2.7551043033599854, -3.6274161338806152], [-2.5249555110931396, -2.757213830947876, -3.629703998565674], [-2.5300843715667725, -2.7604172229766846, -3.630371332168579], [-6.262575149536133, -5.534231662750244, -3.574721574783325]]","[[8.889478092380664e-08, 8.889275172635948e-08, 8.889695847409477e-08], [8.889022462062676e-08, 8.888990938775875e-08, 8.890317778414074e-08], [8.8889983565564e-08, 8.889190784018903e-08, 8.890732962756125e-08], [8.889280383972767e-08, 8.889273047501142e-08, 8.890070210251395e-08], [0.01974989508116157, 0.01885696044380328, 0.010423722719271836]]","[[0.14224580772937456, 0.16944041111846303, 0.24603727010987028], [0.12748653022507594, 0.16483655024173763, 0.23782515973017454], [0.13178531065436402, 0.17002933134525428, 0.24574504076477455], [0.13955087993117324, 0.1642411055389098, 0.24709649460187688], [0.10271270437747684, 0.13699662642062224, 0.1788452530584124]]"
113,"[[-2.523664951324463, -2.7565269470214844, -3.6293492317199707], [-2.5263335704803467, -2.757101058959961, -3.629289150238037], [-2.5242295265197754, -2.7568604946136475, -3.629608631134033], [-2.5256006717681885, -2.757262945175171, -3.629340410232544], [-6.265136241912842, -5.536336421966553, -3.5752174854278564]]","[[8.889315626670436e-08, 8.889799847871954e-08, 8.889210873574933e-08], [8.890332357155275e-08, 8.89143522756039e-08, 8.889002370393717e-08], [8.889566998581164e-08, 8.889156017289571e-08, 8.89068437137834e-08], [8.89166538393334e-08, 8.889013758398164e-08, 8.889481717894173e-08], [0.018556504632871094, 0.01850627999583599, 0.01087042091980292]]","[[0.1346588286878887, 0.16613955460634067, 0.24791220881053766], [0.13308446962279336, 0.16593762510231427, 0.24508000513674735], [0.1309019028863991, 0.1678803869816982, 0.24414578409486845], [0.13629938091994664, 0.16032342236881977, 0.2420748400823372], [0.10165381698934857, 0.13323252301496916, 0.17212899376814705]]"
114,"[[-2.520841598510742, -2.7614963054656982, -3.633117914199829], [-2.5253992080688477, -2.757758378982544, -3.629718065261841], [-2.525627613067627, -2.7576406002044678, -3.629624605178833], [-2.5263402462005615, -2.758518695831299, -3.629882335662842], [-6.2539238929748535, -5.528114318847656, -3.5740349292755127]]","[[8.889466391309455e-08, 8.891481582950621e-08, 8.889269806541861e-08], [8.889040596756522e-08, 8.889707571078526e-08, 8.889435907777497e-08], [8.889111393182469e-08, 8.889543464723757e-08, 8.889372415784032e-08], [8.889201445740921e-08, 8.889086325971623e-08, 8.890746157425724e-08], [0.019392502890583103, 0.01833710501092855, 0.010449899759521531]]","[[0.13212055974463155, 0.16095228611130696, 0.23948454288968368], [0.12251927791785104, 0.1624453249186067, 0.2421552947596157], [0.13289254877345655, 0.1618696511645529, 0.24059069031927818], [0.128287184033367, 0.1590571691861698, 0.23478576786212269], [0.10100677195895094, 0.13743131855630647, 0.17592179901091767]]"
115,"[[-2.5252647399902344, -2.7575278282165527, -3.629781723022461], [-2.5261518955230713, -2.75803804397583, -3.6293420791625977], [-2.5283031463623047, -2.7556636333465576, -3.62766695022583], [-2.5241622924804688, -2.757434606552124, -3.6300339698791504], [-6.268295764923096, -5.536336421966553, -3.5747973918914795]]","[[8.889627123553126e-08, 8.890798457692076e-08, 8.889764555765272e-08], [8.889240100452388e-08, 8.889146219250653e-08, 8.891367104273781e-08], [8.891190782252183e-08, 8.888976765143738e-08, 8.890175304351538e-08], [8.889264487029314e-08, 8.890161398813856e-08, 8.890646312919772e-08], [0.020034638525660415, 0.01754628093380711, 0.01000668080822581]]","[[0.12815256375528628, 0.1582062146181042, 0.23831347369017394], [0.12353507193817055, 0.1663749253395544, 0.24281470357948473], [0.13307808784347464, 0.16509025239141942, 0.24240489484353936], [0.12729064643925225, 0.1623566671379446, 0.23850748639076724], [0.0947963375043656, 0.13307755059888499, 0.18148014832441084]]"
116,"[[-2.5224077701568604, -2.755629301071167, -3.629103660583496], [-2.5268375873565674, -2.760981321334839, -3.6317429542541504], [-2.525029420852661, -2.7587149143218994, -3.630422353744507], [-2.5260915756225586, -2.7574002742767334, -3.629034996032715], [-6.262796878814697, -5.5355658531188965, -3.57529878616333]]","[[8.889125932616508e-08, 8.889017200229912e-08, 8.889307334427325e-08], [8.889579778693307e-08, 8.889696033329643e-08, 8.889999573610395e-08], [8.889991335505355e-08, 8.889019993947531e-08, 8.889416527144287e-08], [8.890148546827251e-08, 8.889409414782608e-08, 8.889998336363694e-08], [0.020116125845185347, 0.017879423558232996, 0.010640763278857261]]","[[0.13476249509385568, 0.16686400650876992, 0.2400263394624848], [0.13921287665506055, 0.16465992372897392, 0.2462050554674443], [0.13632036508818515, 0.16948778062491698, 0.24002711207267782], [0.13021584647067508, 0.16365473007485853, 0.24146169669805684], [0.09846738118202451, 0.13186610113895, 0.17467624398010162]]"
117,"[[-2.5252108573913574, -2.757498264312744, -3.629689931869507], [-2.531529664993286, -2.7586119174957275, -3.628726005554199], [-2.525473117828369, -2.7576797008514404, -3.6297128200531006], [-2.5233960151672363, -2.7577779293060303, -3.6305248737335205], [-6.2601752281188965, -5.5349040031433105, -3.5754523277282715]]","[[8.891097868957999e-08, 8.889787542303511e-08, 8.889283780843753e-08], [8.889264509226438e-08, 8.889660492958094e-08, 8.889380645045473e-08], [8.889178804449308e-08, 8.88935117873185e-08, 8.889263391750052e-08], [8.889306155748929e-08, 8.891208853196631e-08, 8.889045298026718e-08], [0.01997014494459182, 0.018528124208771857, 0.010146230301179877]]","[[0.13592785156835294, 0.1606401880182559, 0.24780633004790906], [0.1274346581526467, 0.16212201160012257, 0.2462862496504089], [0.13823713764089163, 0.1663406533273992, 0.2382032701500263], [0.12951085648957542, 0.15987459846300026, 0.23976392993778278], [0.09827882162701014, 0.13213777809428426, 0.17535247193681347]]"
118,"[[-2.5257620811462402, -2.757213830947876, -3.6293368339538574], [-2.5267300605773926, -2.7575817108154297, -3.629132032394409], [-2.5287063121795654, -2.7587687969207764, -3.6291725635528564], [-2.521433115005493, -2.7542262077331543, -3.6290879249572754], [-6.262622356414795, -5.536076068878174, -3.575507164001465]]","[[8.889638435717784e-08, 8.889934491332444e-08, 8.889328197008481e-08], [8.889734609151858e-08, 8.889639313824519e-08, 8.88906336099887e-08], [8.889255498672799e-08, 8.889116994387491e-08, 8.889773307821782e-08], [8.88952089327806e-08, 8.890971331660272e-08, 8.889751495138975e-08], [0.019904644822875076, 0.017911309443702526, 0.011495434203845025]]","[[0.13875051721929413, 0.16833130394463577, 0.24188851007656634], [0.1341188350116978, 0.16201184563795826, 0.24471867421893703], [0.13189935052250593, 0.1659813992344112, 0.24316731845029652], [0.13566923961743138, 0.16195433967729586, 0.23873600727417013], [0.10351685249920228, 0.14060896569233003, 0.18542965712722947]]"
119,"[[-2.52435040473938, -2.7564239501953125, -3.6296491622924805], [-2.5245521068573, -2.756899833679199, -3.6295485496520996], [-2.5276644229888916, -2.750983476638794, -3.6246747970581055], [-2.5275702476501465, -2.7597646713256836, -3.6304187774658203], [-6.269102096557617, -5.54186487197876, -3.5767762660980225]]","[[8.889191758330784e-08, 8.891073513337023e-08, 8.889340937192922e-08], [8.889440800971412e-08, 8.889815710019904e-08, 8.889957654825029e-08], [8.88962054624654e-08, 8.8894708395652e-08, 8.891601536367372e-08], [8.889277829132356e-08, 8.890644079981337e-08, 8.889480162949099e-08], [0.020198925747031093, 0.018488698299671043, 0.011854673760743475]]","[[0.12731152549164487, 0.16003574338539883, 0.24303430425670405], [0.14172771559659356, 0.16353682745803735, 0.24215715826114767], [0.13078986182437474, 0.1605371482660208, 0.2440019512015784], [0.13015732644370057, 0.16824057405603973, 0.23835557547232356], [0.10455797588457942, 0.13536571581112494, 0.18138515355431184]]"
120,"[[-2.532611846923828, -2.7626149654388428, -3.630605936050415], [-2.523564100265503, -2.760554552078247, -3.633553981781006], [-2.5251100063323975, -2.7575523853302, -3.630358934402466], [-2.5253183841705322, -2.756988048553467, -3.6292943954467773], [-6.264087677001953, -5.535978317260742, -3.575198173522949]]","[[8.889312024149268e-08, 8.88944843536595e-08, 8.889311105309654e-08], [8.889002102370912e-08, 8.890386872410447e-08, 8.890148249804857e-08], [8.889060518164994e-08, 8.889804563248956e-08, 8.889976146614205e-08], [8.889068468053094e-08, 8.891657808386742e-08, 8.88932858507057e-08], [0.019906340346582455, 0.01849089423417089, 0.011411678962753791]]","[[0.12345637250313173, 0.15874276344009047, 0.24094911439486155], [0.12780603788966588, 0.1636019981779153, 0.2428457535834438], [0.12834070436711129, 0.164937009270567, 0.23543655232788738], [0.13170584515132203, 0.15753853136315502, 0.2431915738409833], [0.09717778887208053, 0.1368305708440465, 0.18407351940766506]]"
121,"[[-2.5264008045196533, -2.7584304809570312, -3.629638671875], [-2.525439500808716, -2.760711431503296, -3.6319141387939453], [-2.5246798992156982, -2.7569146156311035, -3.629817008972168], [-2.5213255882263184, -2.755089521408081, -3.6295063495635986], [-6.262951850891113, -5.5352911949157715, -3.5751452445983887]]","[[8.889478257309114e-08, 8.889447119853299e-08, 8.88923572926888e-08], [8.889135263609439e-08, 8.890191596526813e-08, 8.889249675403355e-08], [8.889224009359343e-08, 8.889281076383401e-08, 8.889325297074408e-08], [8.889641262412453e-08, 8.890899859816023e-08, 8.889285986948077e-08], [0.019861204845498834, 0.017397521044641463, 0.011182922546433577]]","[[0.12246619126888496, 0.16705387898880075, 0.2434054138175162], [0.13450151482105197, 0.1627811119515234, 0.24583345543058943], [0.1274883461706313, 0.16092520620322956, 0.23594547310420344], [0.13267078264040433, 0.17082105986639992, 0.23865314999816484], [0.10445066060410958, 0.13641781265050065, 0.18375841877183938]]"
122,"[[-2.5244312286376953, -2.7592742443084717, -3.631049156188965], [-2.526125192642212, -2.7556586265563965, -3.627995252609253], [-2.52453875541687, -2.7572333812713623, -3.629718065261841], [-2.5276577472686768, -2.756296396255493, -3.627800941467285], [-6.262938022613525, -5.536071300506592, -3.575286388397217]]","[[8.890807864845773e-08, 8.889654373589026e-08, 8.889339822215872e-08], [8.88912633396946e-08, 8.889440137229278e-08, 8.890045059728207e-08], [8.889869435500716e-08, 8.89137408545906e-08, 8.889183299135606e-08], [8.889219557217911e-08, 8.889166079129434e-08, 8.88946659509816e-08], [0.019379530714323745, 0.01891989965395711, 0.012630568251264605]]","[[0.1275947762339317, 0.1639344688247663, 0.24248453988155694], [0.13399675833283903, 0.15952435629327155, 0.23903230680037726], [0.13538902423552504, 0.16801110950181355, 0.25311707609424283], [0.1312589595220539, 0.1639589001105794, 0.2397207964592266], [0.1051861497284642, 0.13583614198305335, 0.17590497120417378]]"
123,"[[-2.524000883102417, -2.756605386734009, -3.6296439170837402], [-2.5264947414398193, -2.7581703662872314, -3.6297340393066406], [-2.52433705329895, -2.756885051727295, -3.6309025287628174], [-2.525883197784424, -2.75771427154541, -3.628081798553467], [-6.264800071716309, -5.5404767990112305, -3.5769758224487305]]","[[8.88972846340426e-08, 8.89163384447546e-08, 8.889019011862551e-08], [8.88904375797365e-08, 8.889274690762256e-08, 8.89050837405136e-08], [8.889370914511724e-08, 8.889246572875724e-08, 8.889544062572918e-08], [8.889080470267361e-08, 8.891650234930173e-08, 8.889148108250261e-08], [0.01898171384082317, 0.018586522667752146, 0.010760271400337201]]","[[0.1288178063916806, 0.17051794800841583, 0.2404782512268442], [0.12780696356125387, 0.1662038338840073, 0.24124070636351896], [0.13927552087659376, 0.17258077251265871, 0.23766833884049265], [0.13105743124464111, 0.16669180083973084, 0.2415563755262584], [0.10509962690518157, 0.1339685239017041, 0.17462962783630423]]"
124,"[[-2.527409076690674, -2.7580673694610596, -3.6292519569396973], [-2.5268914699554443, -2.7591712474823, -3.6300570964813232], [-2.5285449028015137, -2.7608487606048584, -3.6295008659362793], [-2.5188989639282227, -2.7562129497528076, -3.630422353744507], [-6.2625885009765625, -5.535639762878418, -3.575371026992798]]","[[8.890251251711621e-08, 8.891816574165239e-08, 8.889453201696406e-08], [8.889180829568286e-08, 8.890311578519278e-08, 8.889526499545057e-08], [8.889143103810822e-08, 8.890271467527648e-08, 8.889074926994165e-08], [8.891086948555242e-08, 8.889251039191556e-08, 8.889296299376331e-08], [0.01990890925440785, 0.01846942415443762, 0.011093420834895002]]","[[0.12192931775152885, 0.15954111178358144, 0.240290304056065], [0.14118465500713875, 0.16971850085393794, 0.24371358852572825], [0.1357231165728961, 0.16826526878844486, 0.24372393840592588], [0.13532642883877055, 0.1668971873543761, 0.2439436856687619], [0.10111138025129682, 0.13246977655493963, 0.17936529204051796]]"
125,"[[-2.5289146900177, -2.761143207550049, -3.6299052238464355], [-2.525385618209839, -2.758194923400879, -3.6299917697906494], [-2.525439500808716, -2.7577927112579346, -3.629809856414795], [-2.5265350341796875, -2.7579152584075928, -3.6284666061401367], [-6.263899326324463, -5.536184310913086, -3.575305938720703]]","[[8.888960639628968e-08, 8.890569175474313e-08, 8.891366548239207e-08], [8.889542172778836e-08, 8.889042841497575e-08, 8.889406670340134e-08], [8.889468485772031e-08, 8.889093418626778e-08, 8.88942545119619e-08], [8.889447276225127e-08, 8.889657696058378e-08, 8.88915647842961e-08], [0.018440119839175362, 0.01761030874143807, 0.010133029645742747]]","[[0.12861872061816867, 0.1679215648615936, 0.24354536846141378], [0.12141838211619978, 0.16588202653580691, 0.24226841641142194], [0.12791498306295523, 0.16360415634909442, 0.24242556352515351], [0.13133278386028271, 0.15424179279806777, 0.2383388730218703], [0.1031152755331975, 0.13520179261217213, 0.17835762017936507]]"
126,"[[-2.525439500808716, -2.757326602935791, -3.6296474933624268], [-2.525076389312744, -2.7581703662872314, -3.6301558017730713], [-2.5251100063323975, -2.7576258182525635, -3.6297409534454346], [-2.528343439102173, -2.7556979656219482, -3.6281027793884277], [-6.262077808380127, -5.534373760223389, -3.5747056007385254]]","[[8.889499957125965e-08, 8.889960639419793e-08, 8.889241481070546e-08], [8.88913241305872e-08, 8.89092337168464e-08, 8.889528325423201e-08], [8.889361390843678e-08, 8.88945679269251e-08, 8.888985794331232e-08], [8.890755712112002e-08, 8.889603731017844e-08, 8.89002116948073e-08], [0.019821300522556304, 0.01826352859660005, 0.010525543155007342]]","[[0.12736118318172576, 0.15979883852019156, 0.23780581612082746], [0.12217885795965482, 0.1608187716563468, 0.24035992296244604], [0.13904925563026524, 0.16726223710954696, 0.24081622094562047], [0.13478087187297336, 0.16687228011560498, 0.23718027915697099], [0.10209883106964496, 0.13786273684907385, 0.18270677183613937]]"
127,"[[-2.522320508956909, -2.7641210556030273, -3.6349096298217773], [-2.5234429836273193, -2.7561442852020264, -3.630101203918457], [-2.5256412029266357, -2.758420467376709, -3.630035877227783], [-2.5246798992156982, -2.7580182552337646, -3.630095958709717], [-6.247242450714111, -5.5286736488342285, -3.5751681327819824]]","[[8.889493765379567e-08, 8.890885551512245e-08, 8.88933038497318e-08], [8.891107506154041e-08, 8.88908512353651e-08, 8.889228363712694e-08], [8.888968197517136e-08, 8.890740384838351e-08, 8.889346878492095e-08], [8.889301333099628e-08, 8.89062356505762e-08, 8.889236858010291e-08], [0.01949703027295337, 0.019147565720115174, 0.010431070188998312]]","[[0.12986084959163008, 0.1709237999208228, 0.24776730211204578], [0.12567598173844827, 0.15472641056563163, 0.24507007354518337], [0.1335575721893119, 0.16276671278247465, 0.2380330593408722], [0.14148952441452647, 0.16338754861738505, 0.25083919379084135], [0.09865277517244418, 0.13446189331334993, 0.18023009779714344]]"
128,"[[-2.52433705329895, -2.7567968368530273, -3.6295008659362793], [-2.525130271911621, -2.758867025375366, -3.6305124759674072], [-2.526454448699951, -2.7578907012939453, -3.6296439170837402], [-2.525231122970581, -2.7573659420013428, -3.6294920444488525], [-6.2554497718811035, -5.533137798309326, -3.5751752853393555]]","[[8.889254728187714e-08, 8.889517321041778e-08, 8.890734383682814e-08], [8.889390461211635e-08, 8.889111072863676e-08, 8.889040926070646e-08], [8.891452800466139e-08, 8.890228206980921e-08, 8.890777772778168e-08], [8.889768724852006e-08, 8.889237394549978e-08, 8.890281658357217e-08], [0.019308595878973867, 0.01725332920921979, 0.010930637309772591]]","[[0.13462770197021984, 0.17627414723927765, 0.2382193700592009], [0.13059179814122474, 0.17130161081203976, 0.24501225704004087], [0.12477684036886776, 0.16864290516268365, 0.24631244200605815], [0.12281761701767431, 0.16314454697112518, 0.23603828008398406], [0.09971642975213015, 0.13544194869027806, 0.18338678088350346]]"
129,"[[-2.5262393951416016, -2.7582292556762695, -3.6296050548553467], [-2.527543544769287, -2.7597498893737793, -3.6300551891326904], [-2.5252444744110107, -2.7571206092834473, -3.6293880939483643], [-2.525782346725464, -2.7584547996520996, -3.6296775341033936], [-6.25957727432251, -5.532956123352051, -3.5744497776031494]]","[[8.889046025323205e-08, 8.89079167116868e-08, 8.890511224445165e-08], [8.890079110075742e-08, 8.889287756779257e-08, 8.889462847155918e-08], [8.889263982821814e-08, 8.889118755608712e-08, 8.88930338889419e-08], [8.890561735973366e-08, 8.890385690288979e-08, 8.889408640090912e-08], [0.020661238503314153, 0.018515315977256197, 0.01052627941865129]]","[[0.12902360283410116, 0.1633742350775157, 0.2479001188818246], [0.13809564943187064, 0.17065742820588747, 0.24052674441007857], [0.1324061510670314, 0.16392218019813845, 0.23976309581373795], [0.13197610738278845, 0.16186844486207347, 0.23667281852581273], [0.09767912336084755, 0.13320439087224567, 0.17493705047145122]]"
130,"[[-2.525916814804077, -2.7578415870666504, -3.6297762393951416], [-2.5266764163970947, -2.7584450244903564, -3.63002347946167], [-2.5240883827209473, -2.7558696269989014, -3.629326105117798], [-2.5252647399902344, -2.7577288150787354, -3.629744529724121], [-6.261593818664551, -5.536365509033203, -3.5758283138275146]]","[[8.891397807055775e-08, 8.889431028271408e-08, 8.888991929040242e-08], [8.889455974527011e-08, 8.891106834694566e-08, 8.88932513890796e-08], [8.889063447901768e-08, 8.890489040921469e-08, 8.889024302749133e-08], [8.890509717079749e-08, 8.889252401089858e-08, 8.889657405206358e-08], [0.020889570708620124, 0.01819972393528432, 0.012320656021892758]]","[[0.1400672132596515, 0.1581789943832513, 0.23843777980841005], [0.12817714372307495, 0.15680635138394264, 0.23456608877607432], [0.12581420193360213, 0.15952902428003624, 0.23333724086425325], [0.13558872617974582, 0.16084091263793912, 0.24343469816188382], [0.10278262690457017, 0.13748285780415134, 0.1743710718105638]]"
